timestamp,gpu_id,utilization_gpu,memory_used,memory_total,temperature,power_draw
2026/02/02 11:40:33.752,0,0,45894,81559,29,119.78
2026/02/02 11:40:33.759,1,0,45254,81559,31,119.19
2026/02/02 11:40:33.764,2,0,44988,81559,28,120.16
2026/02/02 11:40:33.769,3,0,44596,81559,28,121.23
2026/02/02 11:40:33.773,4,0,47356,81559,31,118.46
2026/02/02 11:40:33.777,5,0,48404,81559,27,116.28
2026/02/02 11:40:33.780,6,0,47540,81559,28,122.26
2026/02/02 11:40:33.784,7,0,46224,81559,25,116.94
2026/02/02 11:40:35.004,0,0,45894,81559,29,119.80
2026/02/02 11:40:35.012,1,0,45254,81559,31,119.19
2026/02/02 11:40:35.017,2,0,44988,81559,28,120.16
2026/02/02 11:40:35.022,3,0,44596,81559,28,121.23
2026/02/02 11:40:35.026,4,0,47356,81559,31,118.40
2026/02/02 11:40:35.030,5,0,48404,81559,27,116.31
2026/02/02 11:40:35.034,6,0,47540,81559,28,122.28
2026/02/02 11:40:35.038,7,0,46224,81559,25,116.92
2026/02/02 11:40:36.264,0,0,45894,81559,29,119.76
2026/02/02 11:40:36.271,1,0,45254,81559,31,119.16
2026/02/02 11:40:36.279,2,0,44988,81559,28,120.17
2026/02/02 11:40:36.292,3,0,44596,81559,28,121.23
2026/02/02 11:40:36.297,4,0,47356,81559,31,118.38
2026/02/02 11:40:36.301,5,0,48404,81559,27,116.28
2026/02/02 11:40:36.305,6,0,47540,81559,28,122.27
2026/02/02 11:40:36.308,7,0,46224,81559,25,116.95
2026/02/02 11:40:37.520,0,0,45894,81559,29,119.73
2026/02/02 11:40:37.530,1,0,45254,81559,31,119.17
2026/02/02 11:40:37.537,2,0,44988,81559,28,120.19
2026/02/02 11:40:37.542,3,0,44596,81559,28,121.25
2026/02/02 11:40:37.547,4,0,47356,81559,31,118.37
2026/02/02 11:40:37.552,5,0,48404,81559,27,116.27
2026/02/02 11:40:37.556,6,0,47540,81559,28,122.25
2026/02/02 11:40:37.561,7,0,46224,81559,25,117.02
2026/02/02 11:40:38.772,0,0,45894,81559,29,119.76
2026/02/02 11:40:38.782,1,0,45254,81559,31,119.19
2026/02/02 11:40:38.788,2,0,44988,81559,28,120.20
2026/02/02 11:40:38.793,3,0,44596,81559,28,121.23
2026/02/02 11:40:38.797,4,0,47356,81559,31,118.37
2026/02/02 11:40:38.802,5,0,48404,81559,27,116.31
2026/02/02 11:40:38.806,6,0,47540,81559,28,122.24
2026/02/02 11:40:38.810,7,0,46224,81559,25,116.94
