timestamp,gpu_id,utilization_gpu,memory_used,memory_total,temperature,power_draw
2026/02/02 11:16:53.018,0,0,1,81559,26,71.86
2026/02/02 11:16:53.030,1,0,1,81559,28,73.18
2026/02/02 11:16:53.030,2,0,1,81559,25,74.54
2026/02/02 11:16:53.031,3,0,1,81559,24,71.18
2026/02/02 11:16:53.031,4,0,1,81559,27,72.73
2026/02/02 11:16:53.047,5,0,1,81559,24,70.87
2026/02/02 11:16:53.059,6,0,1,81559,24,73.20
2026/02/02 11:16:53.066,7,0,1,81559,22,70.84
2026/02/02 11:16:54.380,0,0,1,81559,26,71.84
2026/02/02 11:16:54.381,1,0,1,81559,28,73.17
2026/02/02 11:16:54.381,2,0,1,81559,25,74.53
2026/02/02 11:16:54.382,3,0,1,81559,24,71.16
2026/02/02 11:16:54.382,4,0,1,81559,27,72.71
2026/02/02 11:16:54.383,5,0,1,81559,25,70.82
2026/02/02 11:16:54.383,6,0,1,81559,24,73.24
2026/02/02 11:16:54.391,7,0,1,81559,22,70.82
2026/02/02 11:16:55.710,0,0,1,81559,26,71.86
2026/02/02 11:16:55.711,1,0,1,81559,28,73.18
2026/02/02 11:16:55.711,2,0,1,81559,25,74.55
2026/02/02 11:16:55.712,3,0,1,81559,24,71.16
2026/02/02 11:16:55.712,4,0,1,81559,27,72.72
2026/02/02 11:16:55.713,5,0,1,81559,25,70.84
2026/02/02 11:16:55.713,6,0,1,81559,24,73.23
2026/02/02 11:16:55.714,7,0,1,81559,22,70.84
2026/02/02 11:16:57.074,0,0,1,81559,26,71.86
2026/02/02 11:16:57.075,1,0,1,81559,28,73.17
2026/02/02 11:16:57.095,2,0,1,81559,25,74.49
2026/02/02 11:16:57.120,3,0,1,81559,24,71.18
2026/02/02 11:16:57.131,4,0,1,81559,27,72.75
2026/02/02 11:16:57.148,5,0,1,81559,25,70.80
2026/02/02 11:16:57.160,6,0,1,81559,24,73.20
2026/02/02 11:16:57.173,7,0,1,81559,22,70.82
2026/02/02 11:16:58.431,0,0,1,81559,26,71.86
2026/02/02 11:16:58.431,1,0,1,81559,28,73.20
2026/02/02 11:16:58.432,2,0,1,81559,25,74.51
2026/02/02 11:16:58.443,3,0,1,81559,24,71.09
2026/02/02 11:16:58.457,4,0,1,81559,27,72.72
2026/02/02 11:16:58.467,5,0,1,81559,25,70.83
2026/02/02 11:16:58.480,6,0,1,81559,24,73.23
2026/02/02 11:16:58.488,7,0,1,81559,22,70.81
2026/02/02 11:16:59.775,0,0,1,81559,26,71.88
2026/02/02 11:16:59.776,1,0,1,81559,28,73.20
2026/02/02 11:16:59.776,2,0,1,81559,25,74.55
2026/02/02 11:16:59.776,3,0,1,81559,24,71.04
2026/02/02 11:16:59.788,4,0,1,81559,27,72.75
2026/02/02 11:16:59.801,5,0,1,81559,25,70.85
2026/02/02 11:16:59.811,6,0,1,81559,24,73.23
2026/02/02 11:16:59.831,7,0,1,81559,22,70.78
2026/02/02 11:17:01.129,0,0,1,81559,26,71.86
2026/02/02 11:17:01.129,1,0,1,81559,28,73.18
2026/02/02 11:17:01.130,2,0,1,81559,25,74.49
2026/02/02 11:17:01.131,3,0,1,81559,24,71.13
2026/02/02 11:17:01.132,4,0,1,81559,27,72.76
2026/02/02 11:17:01.132,5,0,1,81559,25,70.83
2026/02/02 11:17:01.142,6,0,1,81559,24,73.21
2026/02/02 11:17:01.151,7,0,1,81559,22,70.84
2026/02/02 11:17:02.430,0,0,1,81559,26,71.86
2026/02/02 11:17:02.431,1,0,1,81559,28,73.18
2026/02/02 11:17:02.431,2,0,1,81559,25,74.52
2026/02/02 11:17:02.432,3,0,1,81559,24,71.17
2026/02/02 11:17:02.433,4,0,1,81559,27,72.75
2026/02/02 11:17:02.434,5,0,1,81559,25,70.76
2026/02/02 11:17:02.434,6,0,1,81559,24,73.22
2026/02/02 11:17:02.444,7,0,1,81559,22,70.80
2026/02/02 11:17:03.708,0,0,1,81559,26,71.83
2026/02/02 11:17:03.709,1,0,1,81559,28,73.18
2026/02/02 11:17:03.709,2,0,1,81559,25,74.52
2026/02/02 11:17:03.710,3,0,1,81559,24,71.25
2026/02/02 11:17:03.710,4,0,1,81559,27,72.74
2026/02/02 11:17:03.712,5,0,1,81559,25,70.83
2026/02/02 11:17:03.713,6,0,1,81559,24,73.25
2026/02/02 11:17:03.713,7,0,1,81559,22,70.83
2026/02/02 11:17:05.033,0,0,1,81559,26,71.85
2026/02/02 11:17:05.034,1,0,1,81559,28,73.16
2026/02/02 11:17:05.034,2,0,1,81559,25,74.49
2026/02/02 11:17:05.035,3,0,1,81559,24,71.19
2026/02/02 11:17:05.035,4,0,1,81559,27,72.73
2026/02/02 11:17:05.036,5,0,1,81559,24,70.81
2026/02/02 11:17:05.036,6,0,1,81559,24,73.22
2026/02/02 11:17:05.043,7,0,1,81559,22,70.85
2026/02/02 11:17:06.369,0,0,1,81559,26,71.85
2026/02/02 11:17:06.369,1,0,1,81559,28,73.19
2026/02/02 11:17:06.377,2,0,1,81559,25,74.51
2026/02/02 11:17:06.389,3,0,1,81559,24,71.25
2026/02/02 11:17:06.397,4,0,1,81559,27,72.73
2026/02/02 11:17:06.404,5,0,1,81559,25,70.89
2026/02/02 11:17:06.429,6,0,1,81559,24,73.25
2026/02/02 11:17:06.440,7,0,1,81559,22,70.82
2026/02/02 11:17:07.707,0,0,1,81559,26,71.85
2026/02/02 11:17:07.708,1,0,1,81559,28,73.19
2026/02/02 11:17:07.708,2,0,1,81559,25,74.51
2026/02/02 11:17:07.718,3,0,1,81559,24,71.14
