timestamp,gpu_id,utilization_gpu,memory_used,memory_total,temperature,power_draw,process_info
2026/02/02 11:52:49.923,0,0,25475,81559,29,119.51,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:49.939,1,0,25523,81559,31,119.08,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:49.962,2,0,25523,81559,28,120.64,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:49.969,3,0,25171,81559,27,119.70,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:49.978,4,0,25781,81559,29,117.90,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:49.986,5,0,25829,81559,27,115.99,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:49.996,6,0,25829,81559,27,120.09,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:50.007,7,0,25469,81559,25,116.18,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:51.481,0,0,25475,81559,29,119.54,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:51.482,1,0,25523,81559,31,119.09,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:51.483,2,0,25523,81559,28,120.70,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:51.484,3,0,25171,81559,27,119.81,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:51.485,4,0,25781,81559,29,117.90,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:51.490,5,0,25829,81559,27,116.01,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:51.496,6,0,25829,81559,27,120.11,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:51.506,7,0,25469,81559,25,116.15,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:52.829,0,0,25475,81559,29,119.53,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:52.830,1,0,25523,81559,31,119.10,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:52.831,2,0,25523,81559,28,120.68,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:52.832,3,0,25171,81559,27,119.89,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:52.833,4,0,25781,81559,29,117.92,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:52.834,5,0,25829,81559,27,115.99,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:52.835,6,0,25829,81559,27,120.11,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:52.838,7,0,25469,81559,25,116.12,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:54.244,0,0,25475,81559,29,119.53,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:54.245,1,0,25523,81559,31,119.11,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:54.255,2,0,25523,81559,28,120.71,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:54.261,3,0,25171,81559,27,119.82,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:54.267,4,0,25781,81559,29,117.92,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:54.275,5,0,25829,81559,27,115.95,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:54.282,6,0,25829,81559,27,120.09,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:54.287,7,0,25469,81559,25,116.10,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:55.585,0,0,25475,81559,29,119.56,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:55.586,1,0,25523,81559,31,119.15,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:55.587,2,0,25523,81559,28,120.68,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:55.588,3,0,25171,81559,27,119.84,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:55.595,4,0,25781,81559,30,117.92,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:55.602,5,0,25829,81559,27,116.02,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:55.608,6,0,25829,81559,27,120.13,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:55.615,7,0,25469,81559,25,116.10,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:56.919,0,0,25475,81559,29,119.53,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:56.921,1,0,25523,81559,31,119.13,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:56.923,2,0,25523,81559,28,120.73,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:56.924,3,0,25171,81559,27,119.86,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:56.925,4,0,25781,81559,29,117.90,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:56.926,5,0,25829,81559,27,116.02,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:56.927,6,0,25829,81559,27,120.15,ray::WorkerDict.actor_rollout_init_model
2026/02/02 11:52:56.933,7,0,25469,81559,25,116.20,ray::WorkerDict.actor_rollout_init_model
