timestamp,gpu_id,utilization_gpu,memory_used,memory_total,temperature,power_draw
2026/02/02 11:05:51.791,0,100,26403,81559,31,121.02
2026/02/02 11:05:51.800,1,100,26311,81559,31,119.33
2026/02/02 11:05:51.806,2,100,26479,81559,29,121.05
2026/02/02 11:05:51.829,3,100,27423,81559,29,121.77
2026/02/02 11:05:51.834,4,100,27335,81559,32,119.49
2026/02/02 11:05:51.848,5,100,27263,81559,28,116.45
2026/02/02 11:05:51.852,6,100,28079,81559,30,121.85
2026/02/02 11:05:51.858,7,100,27023,81559,26,117.13
2026/02/02 11:05:53.024,0,100,26403,81559,31,121.06
2026/02/02 11:05:53.030,1,100,26311,81559,31,119.33
2026/02/02 11:05:53.035,2,100,26479,81559,29,121.03
2026/02/02 11:05:53.039,3,100,27423,81559,29,121.74
2026/02/02 11:05:53.042,4,100,27335,81559,32,119.45
2026/02/02 11:05:53.046,5,100,27263,81559,28,116.35
2026/02/02 11:05:53.050,6,100,28079,81559,30,121.81
2026/02/02 11:05:53.053,7,100,27023,81559,26,116.57
2026/02/02 11:05:54.216,0,100,26403,81559,31,120.97
2026/02/02 11:05:54.223,1,100,26311,81559,31,119.30
2026/02/02 11:05:54.228,2,100,26479,81559,29,121.01
2026/02/02 11:05:54.232,3,100,27423,81559,29,121.60
2026/02/02 11:05:54.236,4,100,27335,81559,32,119.44
2026/02/02 11:05:54.240,5,100,27263,81559,28,116.36
2026/02/02 11:05:54.243,6,100,28079,81559,29,121.79
2026/02/02 11:05:54.247,7,100,27023,81559,26,116.74
2026/02/02 11:05:55.435,0,100,26423,81559,31,178.55
2026/02/02 11:05:55.441,1,100,26393,81559,32,180.69
2026/02/02 11:05:55.446,2,100,26479,81559,29,181.89
2026/02/02 11:05:55.450,3,100,27463,81559,30,182.88
2026/02/02 11:05:55.455,4,100,27395,81559,32,204.72
2026/02/02 11:05:55.458,5,100,27263,81559,28,202.39
2026/02/02 11:05:55.462,6,100,28099,81559,30,208.26
2026/02/02 11:05:55.471,7,100,27063,81559,26,198.92
2026/02/02 11:05:56.622,0,100,26423,81559,31,121.02
2026/02/02 11:05:56.628,1,100,26393,81559,31,119.36
2026/02/02 11:05:56.632,2,100,26479,81559,29,121.09
2026/02/02 11:05:56.637,3,100,27463,81559,29,121.66
2026/02/02 11:05:56.641,4,100,27395,81559,32,119.55
2026/02/02 11:05:56.645,5,100,27263,81559,28,116.51
2026/02/02 11:05:56.649,6,100,28099,81559,30,121.93
2026/02/02 11:05:56.663,7,100,27063,81559,26,117.25
2026/02/02 11:05:57.862,0,100,26423,81559,31,120.96
2026/02/02 11:05:57.869,1,100,26393,81559,31,119.32
2026/02/02 11:05:57.874,2,100,26479,81559,29,121.04
2026/02/02 11:05:57.879,3,100,27463,81559,29,121.58
2026/02/02 11:05:57.883,4,100,27395,81559,32,119.42
2026/02/02 11:05:57.887,5,100,27263,81559,28,116.42
2026/02/02 11:05:57.891,6,100,28099,81559,30,121.83
2026/02/02 11:05:57.904,7,100,27063,81559,26,116.85
2026/02/02 11:05:59.112,0,100,26423,81559,31,120.91
2026/02/02 11:05:59.124,1,100,26393,81559,31,119.29
2026/02/02 11:05:59.135,2,100,26479,81559,29,121.04
2026/02/02 11:05:59.147,3,100,27463,81559,29,121.60
2026/02/02 11:05:59.151,4,100,27395,81559,32,119.40
2026/02/02 11:05:59.155,5,100,27263,81559,28,116.44
2026/02/02 11:05:59.158,6,100,28099,81559,29,121.76
2026/02/02 11:05:59.162,7,100,27063,81559,26,116.95
2026/02/02 11:06:00.373,0,100,26423,81559,31,120.95
2026/02/02 11:06:00.380,1,100,26393,81559,31,119.27
2026/02/02 11:06:00.384,2,100,26479,81559,29,120.99
2026/02/02 11:06:00.390,3,100,27463,81559,29,121.63
2026/02/02 11:06:00.394,4,100,27395,81559,32,119.38
2026/02/02 11:06:00.398,5,100,27263,81559,28,116.38
2026/02/02 11:06:00.401,6,100,28099,81559,29,121.74
2026/02/02 11:06:00.405,7,100,27063,81559,26,117.02
2026/02/02 11:06:01.591,0,100,26423,81559,31,120.88
